"","lake","sample_depth","extraction_weight_mg","percent_organic","chlide_a","chl_c1","chl_c2","perid","fuco","sed_a","sed_b","sed_c","oscil","aphan","viola","diadino","sudan","myxo","allo","diato","lutein","zea","cantha","chl_b","okenone","chl_a","chl_ap","echine","isoren","phaeo_b","pheo_a","a_car","b_car","car_x","car_y","car_z","depth"
"14","Burnt","25.0-26.0",53.41,42.6672994779307,0,0,0,0,1.22449737518951,0,1.57893030550368,0.827053728391981,0,0,0,0,3303.361674,1.35064488401287,7.46345355271802,7.70275856967437,10.3229496617675,0,3.52181255139895,4.5989561811869,0,3.30333319506462,1.94135041976144,1.12040804258491,0,8.54515761003068,10.1166285744842,0,1.50644692265776,0,0,0,26
"15","Burnt","27.0-28.0",65.94,42.6806083650188,0,0,0,0,1.03024532376501,0.395784903745241,1.07254124658697,0.441168587431103,0,0,0,0,3625.662528,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,0,3.32719121890344,4.01246688407474,0,2.89732744478674,1.78488630266678,0.988167636482971,0,11.7935274759173,10.3887850660114,0,1.79487931103924,0,0,0,28
"16","ETwin","8-9",5.39,60.5442176870745,0,0,0,0,4.83976339566375,0,3.95160040284884,2.21260710827379,0,0,0,0,1307.482254,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,0,1.84558005584122,6.38763120667416,0,44.5490205577901,8.60354867479704,3.84932523224345,0,15.023655547165,41.2232293750471,0,25.2885041635842,0,0,0,9
"17","ETwin","13-14",5.53,60.8545034642031,0,0,0,0,3.41168333249025,0,0,0,0,0,0,0,1224.647424,9.14620765792808,9.25792739116814,7.84583917136237,20.0770531655178,0,1.89164338092827,5.89890519954431,0,32.7077065687245,6.73920270612091,3.12927400936075,0,14.0110326025007,27.823978033289,0,14.7900400552639,0,0,0,14
"18","ETwin","17-18",6.92,61.3122171945699,0,0,0,0,2.15363995373008,0,3.22728627762917,2.30898825687275,0,0,0,0,1249.915212,7.25447178634109,12.0309083775075,8.56145911095543,21.7806239069566,0,2.7995201448295,6.12593845038815,0,20.2964004407493,4.17902770264891,2.76284913329059,0,20.6825421948578,22.8779634072323,0,10.548675766078,0,0,0,18
"19","ETwin","21-22",4.28,60.8078602620092,0,0,0,0,1.62735920113177,0,0.454448861105579,0.696111389704766,0,0,0,0,1332.324756,11.8264778158486,6.19334388795144,7.96533152168722,18.4665234642569,0,3.41754760099608,3.15573282682432,0,19.2964394899182,4.82058904892822,3.34424565673801,0,15.8808355488821,32.0891723703055,0,18.0936018506224,0,0,0,22
"20","ETwin","23-24",4.29,61.1835506519561,0,0,0,0,1.14029888387849,0,37133.8932712338,0.887887909101365,0,0,0,0,1368.849024,11.7264604490149,9.01892455786739,11.3077963261013,24.6476783035399,0,3.0809658236944,6.89876773224364,0,23.6062541340942,5.36172128708593,3.84090950399374,0,18.6894248236316,41.1319254602771,0,23.4166876821627,0,0,0,24
"21","ETwin","25-26",4.18,60.2539062499999,0,0,0,0,1.0561146097651,0,0,0,0,0,0,0,1290.617136,12.2207377031733,7.61374241812486,10.4591906586776,22.7582076116495,0,2.6540463604238,2.25745556422677,0,15.0142113314555,3.61051637268017,3.87615079845786,0,33.6607394993162,44.4233802385011,0,19.2810607849411,0,0,0,26
"22","ETwin","27-28",4.27,59.1705069124424,0,0,0,0,0.540233640126178,0,0.664087980027111,0,0,0,0,0,1324.493856,12.1822006136361,10.2899709258913,10.45822634954,26.3247204278489,0,2.94875612959894,2.08171279467385,0,11.1327943786496,5.11763924590248,4.56456068165582,0,46.2573483646289,66.3734097203863,0,26.4949572391526,0,0,0,28
"23","ETwin","29-30",9.01,58.5058505850583,0,0,0,0,1.14726948694717,0,0.899036236583927,0.550984329514424,0,0,0,0,1250.78049,5.83895090064343,7.95073763949125,8.01406713546426,21.0681840621681,0,2.3080366602922,4.67644760339561,0,9.05339900348577,3.51439775590079,2.83346231689109,0,19.2338805807345,25.8772570456821,0,10.1429612264266,0,0,0,30
"24","ETwin","31-32",5.38,58.1375108790252,0,0,0,0,0.578654884253843,0,0,0,0,0,0,0,1147.674681,9.84056881121078,8.57215008744445,8.00968588412014,20.3403545742979,0,2.26612224284535,0,0,11.6269491722317,3.30675361657496,4.52056136344291,0,13.1556830706354,17.934067796006,0,6.20278282253169,0,0,0,32
"25","ETwin","33-34",4.55,58.2362728785362,0,0,0,0,0.821557092128811,0,0,0,0,0,0,0,1269.739494,11.6159288438409,8.73880117775617,10.3479261132369,24.267135724176,0,2.68958618492177,3.72560403185774,0,9.31101464108703,4.29976392456387,4.28777345501544,0,20.2810232894038,44.3964183392647,0,22.5900496583439,0,0,0,34
"26","ETwin","37-38",6.07,56.532456861134,0,0,0,0,0.670839443297045,0,0,0,0,0,0,0,1264.796082,8.96958522947441,8.74335504654518,8.95209956801918,24.0593353046379,0,2.77286952007298,3.70208817897836,0,7.86952932221977,4.96814697225958,4.82733110678589,0,22.8308112725831,31.8869832832169,0,13.6549488777904,0,0,0,38
"27","ETwin","41-42",7.56,55.1223241590214,0,0,0,0,0.682058476851201,0,0,0,0,0,0,0,1245.313143,7.38600497360688,8.14875833637261,7.87641477375946,20.5102224118047,0,2.50680657665726,3.46494104007012,0,6.44412205549062,4.45227982081067,3.47154363714557,0,18.7680191496342,35.6835706338031,0,20.8656089196019,0,0,0,42
"28","ETwin","45-46",5.25,55.2672955974839,0,0,0,0,0.454628788238297,0,0,0,0,0,0,0,1302.168717,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,0,1.99362010139786,0,0,4.3707409616621,3.14989486790041,2.31718937452801,0,12.6305775584409,15.5904011905597,0,6.8673944932361,0,0,0,46
"29","ETwin","51-52",7.85,63.6949516648761,0,0,0,0,1.23485932236117,0,0,0,0,0,0,0,1318.7907,6.15579633691561,8.49418592993178,7.53928743511363,18.2479125280528,0,2.3318049175894,3.30599891969268,0,8.7702241896328,3.7892753779747,3.3818945975827,0,13.2339634201697,26.7319598318045,0,16.2577397394946,0,0,0,52
"30","ETwin","55-56",6.04,67.1247357293874,0,0,0,0,0.934132467869224,0,0,0,0,0,0,0,1331.463978,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,0,2.53448316568239,3.39160237452904,0,10.7258534588165,1.48165933635479,2.95248681503346,0,19.9632092133394,22.8718480491009,0,8.55501903221198,0,0,0,56
"31","Elbow","0-2",19.27,20.731707317073,0,0,0,0,3.47526483438106,0,0.2771704550194,0,0,0,0,0,1532.798991,7.70445864477726,10.029929048865,9.27726683608557,8.94092729702356,0,5.23934150057449,5.5997492614614,0,11.6244444148786,3.41958216907501,2.18607866601672,0,36.4337366118399,31.738512330397,0,9.04904118762926,0,0,0,2
"32","Elbow","2-3",23.14,19.6682464454975,0,0,0,0,1.3981722133084,0,0,0,0,0,0,0,1489.56372,6.76285250837933,7.83579154786089,8.73800315309235,7.69287962762607,0,4.63459169516746,5.11526175206416,0,8.72674998028444,3.40119764886144,1.94355126628779,0,35.8162628356107,19.8642938719991,0,5.05096550395929,0,0,0,3
"33","Elbow","3-4",16.18,19.2355117139335,0,0,0,0,1.50759098535397,0,0,0,0,0,0,0,1465.901145,9.88955273361087,8.90215013834157,10.0340331799157,8.48450038917403,0,5.75539148887759,4.67724311247656,0,7.65788332828404,3.77716386613359,2.2961384110202,0,29.9606431743881,31.7892249586131,0,0.749538904902692,0,0,0,4
"34","Elbow","5-6",35.8,18.7590187590189,0,0,0,0,1.12598540064936,0,0.943510068560986,0,0,0,0,0,1648.714968,4.5831679016154,7.70469533046519,8.39289081357117,7.47524750277445,0,5.43953358609596,3.32497226229061,0,5.91622764614086,1.54452043717738,1.72350737953533,0,42.098527093704,20.5540736408815,0,5.42467317354894,0,0,0,6
"35","Elbow","7-8",24.46,18.4797576425227,0,0,0,0,1.12610943043381,0,0.64678826225685,0,0,0,0,0,1467.624465,6.80935831912975,7.0269238647131,8.89171955318375,7.75926625949098,0,3.96671439379152,2.2303464027662,0,3.58196693434316,2.69119766211032,2.33334166648572,0,33.3082366576793,20.9248023037547,0,4.47629876505989,0,0,0,8
"36","Elbow","9-10",28.32,18.5165132647538,0,0,0,0,0.735954812913913,0,0,0,0,0,0,0,1506.720078,5.86957224370074,6.2853261179902,8.52054340868399,7.46829761137542,0,4.2228102477496,2.02368200844658,0,3.03534521804142,3.08051498542039,1.74362549644022,0,36.682258395588,21.2081189052779,0,6.05047147926796,0,0,0,10
"37","Elbow","11-12",22.88,18.1889149102263,0,0,0,0,0.587098450450286,0,0,0,0,0,0,0,1388.368323,7.39598634379384,3.60781274798409,7.1221445747647,6.46016270548134,0,2.48277212989855,1.18165525161782,0,2.96846997621716,2.45388683944059,1.75124426479004,0,41.8276583984125,17.9637347932901,0,3.8621181260368,0,0,0,12
"38","Elbow","13-14",24.13,17.7047572339383,0,0,0,0,1.08755927216522,0,0,0,0,0,0,0,1470.300399,7.20462886866488,8.63862607740865,12.9565709129925,10.9184476204691,0,4.71527040251304,1.73752155567431,0,4.42949539201818,1.0048681886352,1.89433197734898,0,30.6549508280271,25.2700625752289,0,9.37297438486606,0,0,0,14
"39","Elbow","15-16",22.99,17.3159144893113,0,0,0,0,1.68329854809684,0,0.891072320487769,0,0,0,0,0,1465.821495,7.73169134332124,8.33248730850417,13.8522447473086,10.8830373276969,0,4.14940267226628,2.87191148950538,0,4.16770171385625,3.35338444695122,1.75939760947343,0,33.2617420986794,27.0377954393463,0,4.82052098261026,0,0,0,16
"40","Elbow","17-18",27.18,17.0063405797103,0,0,0,0,1.72920371062598,0,1.02799999946324,0,0,0,0,0,1531.78506,6.65884011675707,9.53449843540327,15.4339998050773,11.5113885310826,0,5.34529525834534,8.08871316122089,0,6.21059161158387,3.91935735025972,1.64615710750513,0,37.4282336774649,22.4094622854089,0,6.82145752230877,0,0,0,18
"41","Elbow","19-20",27.69,16.6889696042823,0,0,0,0,1.14537755685555,0,0,0,0,0,0,0,1456.511904,6.66049386442447,7.83994042405009,15.1934062869796,10.8786444401614,0,4.28653455814145,3.14565385140543,0,5.1720348939411,3.75820024099765,1.86616165900419,0,33.3941437222096,32.9454376050161,0,7.80308208016748,0,0,0,20
"42","Elbow","21-22",30.52,16.6263603385731,0,0,0,0,1.81620092333512,0,0.227130473402241,0,0,0,0,0,1578.53628,6.06564786379766,7.09004930378155,15.5934858668065,11.0997431089439,0,4.30185805069417,2.62182201544583,0,4.32683316218323,3.69810469699366,1.39162523526403,0,39.8945587211252,35.1095342301791,0,8.02804715921195,0,0,0,22
"43","Elbow","23-24",21.57,16.3659793814433,0,0,0,0,1.37172054073041,0,0.5765810331937,0,0,0,0,0,1378.664865,8.71900179742449,8.37431487020885,19.802508987476,12.7027495056052,0,4.6090457959652,1.08390134149206,0,5.29187126476521,3.58719431997035,0.535866055758408,0,64.1433479825339,28.3792958103395,0,4.98220645469635,0,0,0,24
"44","Elbow","25-26",20.87,15.7974464401645,0,0,0,0,1.77929909618162,0,0,0,0,0,0,0,1423.375596,9.33575769591757,10.736717126905,21.5457924543872,13.8670253978979,0,5.61223122749574,6.44204606051295,0,7.41920213592795,4.69657692624516,2.06511696281024,0,28.7524606074358,28.2903664452775,0,10.0003467574925,0,0,0,26
"45","Elbow","29-30",34.07,15.6629116117851,0,0,0,0,1.89658437863568,0,1.29052763146354,0,0,0,0,0,1661.968215,5.76785430011861,10.6884723408347,21.3877098927264,14.3530994683362,0,5.52672472400101,8.29782128525673,0,7.67212816675066,5.2265390472264,2.1470821752709,0,6.83023323579435,28.9338912284802,0,7.77006509124698,0,0,0,30
"46","Elbow","31-32",25.54,15.187498309226,0,0,0,0,1.71983560337084,0,0.870729869655023,0.935365018197939,0,0,0,0,1462.441329,7.93508853052428,9.61442654356013,21.2492257072587,15.2732956005783,0,5.44901564060969,6.56806452992737,0,7.61489821867995,4.90095861744617,2.10084283835657,0,16.6416834031661,24.4318182596049,0,8.13227280741843,0,0,0,32
"47","Elbow","33-34",29.85,14.8630326834439,0,0,0,0,1.64462456307752,0,0.80629130910567,0,0,0,0,0,1543.88925,6.93756625486151,10.3292972604174,25.2850875086029,16.7002119845401,0,5.7202697113014,7.30956177725416,0,8.50752057422262,5.31189580793437,2.34580823598109,0,45.7848121639786,33.4960474579609,0,8.39276918739136,0,0,0,34
"48","Finger","0.0-2.0",86.83,17.9337231968812,0,0,0,0,12.8908762509159,0,0,2.035163078111,0,0,0,0,1972.352637,1.97659935239008,7.95947216414008,3.29345371398055,6.00128269036332,0,3.02163211369128,1.78064836747092,0,15.2177323955004,1.66731095139574,1.29309738221231,0,7.69880408184443,15.5554317640434,0,1.68755687774335,0,0,0,2
"49","Finger","2.0-3.0",91.73,17.6526717557252,0,0,0,0,5.22801688012948,0,1.28881318229951,1.18408783060556,0,0,0,0,1766.144313,1.9008028423963,6.5237432956843,3.22692169948241,4.16332317343587,0,3.17097212022186,1.7039326426875,0,6.10298533983101,1.84896781175045,1.20978208700217,0,9.26509501589963,11.446463886634,0,0.732091072500374,0,0,0,3
"50","Finger","3.0-4.0",97.58,17.5277959450621,0,0,0,0,3.65530033071855,0,1.13330764860046,1.02184769430711,0,0,0,0,1755.611937,1.79957847388588,5.68367052031952,2.78015939652222,3.50334879338872,0,3.04125424256638,0.88316663850482,0,4.51527659665772,1.62681762334145,1.11188665928979,0,8.09921573045601,8.84061282464812,0,0.405993803345377,0,0,0,4
"51","Finger","4.0-5.0",114.02,17.3158425832492,0,0,0,0,1.8858819351632,0,0.644871827133042,0.560599494552155,0,0,0,0,1483.941024,1.55895739446766,3.44239741815853,1.59733489910839,2.28039754162902,0,1.6485736998297,0.274163190876269,0,2.13709736239668,0.747384780163021,0.673203639013132,0,5.56238704871661,5.11184968722145,0,0.419474012632766,0,0,0,5
"52","Finger","5.0-6.0",109.86,17.2590762212508,0,0,0,0,2.61484230115387,0,0.808980670151007,0.833126375994704,0,0,0,0,1750.269618,1.62331114586406,4.89534320837837,2.58668265776136,3.41208984908328,0,2.63509177249377,0.995076087487628,0,3.05057007244352,1.16012883817684,0.854261358305497,0,6.52079385376235,6.12835776316189,0,0.319953401695696,0,0,0,6
"53","Finger","6.0-7.0",140.13,17.067049121549,0,0,0,0,1.59369612640373,0,0.644349492830806,0.620080687828037,0,0,0,0,1719.133155,1.28697275047319,3.91152107407041,1.91998627335714,2.47481299496881,0,1.99913791731056,0.347643741061973,0,1.96132149781343,0.875405260999654,0.626781806150419,0,6.12144030944295,5.90951760827201,0,0.411852624128382,0,0,0,7
"54","Finger","7.0-8.0",84.18,16.9026393987064,0,0,0,0,1.30135062898115,0,0.482127969941056,0.354027619137532,0,0,0,0,1373.16852,2.16319397307081,3.12825561491899,1.59113123808548,2.07393967185348,0,1.94762187624674,0.373291434302089,0,2.07995823098577,1.01686529363344,0.776823832429373,0,7.37121732470992,6.04544520701894,0,0.632113741956227,0,0,0,8
"55","Finger","8.0-9.0",108.05,16.742239274503,0,0,0,0,1.52804932084862,0,0.565542096240513,0.597647540459994,0,0,0,0,1540.056006,1.70145550523739,3.9145800600877,2.13832377893095,2.89932869227171,0,2.74895453292413,0.664026264572741,0,2.69397710401733,1.21056315354434,1.34712354196247,0,8.67348393035421,6.9846360940987,0,0.217475572728248,0,0,0,9
"56","Finger","9.0-10.0",130.81,16.3939844653777,0,0,0,0,1.13805063692926,0,0.383703872858463,0.720295972686227,0,0,0,0,1882.691235,1.43526947050981,3.46445919555599,1.9481870964619,2.78498262041653,0,1.14586888407531,0.945556299533076,0,2.39087603155539,1.25402695353031,0.844703009460724,0,6.8801038113887,6.7533733106815,0,0.441419716030193,0,0,0,10
"57","Finger","11.0-12.0",95,15.8693296175879,0,0,0,0,0.997618309863985,0,0.246361271075482,0.432381538310206,0,0,0,0,1517.426919,2.04162852944318,3.59541593362663,2.63582809346065,3.49378522592257,0,2.63662507574331,0.855418669053253,0,2.12841547125248,1.25259427900929,1.2794692859046,0,1.66390676134924,5.92944675267992,0,0.457546789153423,0,0,0,12
"58","Finger","13.0-14.0",161.33,16.0233738274642,0,0,0,0,0.666146472678802,0.179231487321931,0.0469637867946877,0.54117874402052,0,0,0,0,1999.9314,1.19066561864714,2.75356077720211,1.98590927266061,2.64745511650729,0,2.19871150572798,0.635285204453627,0,1.47714613044568,0.925568429418159,0.706020232949262,0,6.15081835058946,6.54721912333224,0,0.278384420723322,0,0,0,14
"59","Finger","15.0-16.0",141.59,15.6486847971466,0,0,0,0,0.771702956027887,0.240496780874973,0.0544023469428082,0.676587384791665,0,0,0,0,1981.843506,1.3891479020067,3.27561520587967,2.842331284848,3.79128275595175,0,2.64151071152394,1.06645818062626,0,2.17451740191585,1.4467385093088,1.12661796629824,0,8.84022086567597,6.98335927828471,0,0.536833598113373,0,0,0,16
"60","Finger","17.0-18.0",162.83,15.4022330375035,0,0,0,0,0.787408347570067,0,0.278841137501672,0.656048508109989,0,0,0,0,1814.915151,1.22727192401723,2.9701889834207,2.74311365844639,3.40482527709923,0,1.58095242905897,0.845433847770018,0,1.97522415785271,1.07339505085184,0.868089138329909,0,5.62414866230171,4.73203808997812,0,0.372119735031106,0,0,0,18
"61","Finger","19.0-20.0",126.32,15.2148148148149,0,0,0,0,0.902052411663318,0,0,0.44977615347554,0,0,0,0,1734.547851,1.6014748553597,3.21585587238158,2.91117561801759,3.78418272377316,0,2.01161768617206,0.734405629980055,0,1.95403310383085,1.14060379475146,1.17141564072106,0,5.90614497569588,5.44513934582532,0,0.599669713530643,0,0,0,20
"62","Finger","21.0-22.0",177.78,15.0893355667226,0,0,0,0,3.1516486282604,0,1.06127617994514,2.68410740662733,0,0,0,0,3148.431372,1.14737634867486,4.43669708727367,3.53283497313527,3.95070423032966,0,2.43098229496752,1.70077546756319,0,2.12949305162766,1.42204538081817,0.823726982170532,0,5.80874333310607,3.49826743924251,0,0.27461238676394,0,0,0,22
"63","Flame","0-2",18.47,46.06936,0,0,0,0,4.18026552963094,0,2.24547759633429,1.28260017565214,0,0,0,0,1839.788199,3.61726092941649,15.8689161639385,11.9718401798414,13.2432197518711,0,3.62365340833139,9.24860772596115,0,19.3115769723209,3.13354879731446,1.88206228091659,0,31.2777350219062,32.8409141566363,0,10.8975363421706,0,0,0,2
"64","Flame","2-3",10.88,39.9735,0,0,0,0,2.22654531445927,2.1304659701352,0.879824854731211,0,0,0,0,0,1548.640836,7.07714087740409,28.8441798443852,18.6859441503453,20.4412640499144,0,6.38213616568827,12.1864344043134,0,21.5124123954834,3.74092964477487,1.99263697177934,0,35.2100332005637,50.132989174764,0,14.9226920820202,0,0,0,3
"65","Flame","3-4",10.45,38.97942,0,0,0,0,4.99882186066116,1.23500216013625,3.89589371011494,0,0,0,0,0,1459.006677,7.5562661924969,27.8108028348911,18.7709004185303,19.966704770783,0,5.78435335977783,8.1744111577857,0,20.3055768508522,2.30434874979046,2.78799111891453,0,33.4882593142259,43.060347982947,0,12.6617898069562,0,0,0,4
"66","Flame","4-5",12.9,38.2716,0,0,0,0,5.39339041568837,0,4.80775797497706,0,0,0,0,0,1715.666967,6.2343701346591,29.7113991971456,21.5162163516954,22.901114005603,0,7.34858486199163,18.7405944854193,0,22.5317305282863,6.38883381131409,3.49366937413758,0,57.8592901089096,56.5931940848614,0,16.7640957831199,0,0,0,5
"67","Flame","5-6",18.85,40.97793,0,0,0,0,4.6010609082893,0,4.34196062464295,0,0,0,0,0,1981.970946,3.98471753740835,27.0089842821484,19.7391748765023,21.7008192127548,0,6.05396301796081,3.16017451942793,0,14.881671752903,2.11310815289883,2.66763373152276,0,32.2627942529707,47.2025532400159,0,4.15028905326179,0,0,0,6
"68","Flame","6-7",10.38,37.95367,0,0,0,0,7.10059573438458,0,8.43050571895911,0,0,0,0,0,1812.467394,7.81281932763506,24.1453003201393,20.0093356916492,21.740731237642,0,5.88124583109752,3.48680997365073,0,21.1856394623787,3.23231173835867,2.56805007391007,0,40.1225918113859,62.704408176992,0,0,0,0,0,7
"69","Flame","7-8",18.3,37.5,0,0,0,0,3.01117839146819,0,3.07636913699571,0,0,0,0,0,2252.745045,4.48514568828924,22.6780424113671,16.0229037830972,17.5576805965641,0,5.25384109039675,8.20649528857504,0,17.2918026303313,4.49783728135833,2.37167611647334,0,34.3732396340333,36.376254634385,0,11.9497161646719,0,0,0,8
"70","Flame","9-10",9.26,37.42447,0,0,0,0,4.48529839732318,1.41642798181731,3.16555467276194,0,0,0,0,0,1595.780856,8.88162160984612,28.7090596754524,22.3392329751812,23.0328445043445,0,7.03563931470207,9.70323518166869,0,15.6001601374896,2.04006949284604,3.0363692727712,0,34.4647272311839,53.0442356413862,0,2.65878768486911,0,0,0,10
"71","Flame","11-12",9.49,36.83248,0,0,0,0,7.11737011268669,1.78575423052839,5.59373718040566,0,0,0,0,0,1734.944022,8.80565645562193,25.2703812011741,20.0786959387545,20.3298622892855,0,7.23241882529148,22.0953807652179,0,20.4056178881788,8.86047674970237,6.28384556384815,0,53.2625043411859,58.1886147579067,0,17.3476759651857,0,0,0,12
"72","Flame","13-14",10.46,36.91983,0,0,0,0,4.12325514359702,0,1.92661909366338,0,0,0,0,0,1538.971218,7.97016908333442,28.8777994646814,22.0614549474641,21.8285799669117,0,5.99035582523938,2.20244940557385,0,13.257189068128,2.78661136386849,2.66624941572054,0,28.6431097716323,45.7626873885569,0,2.80943432966122,0,0,0,14
"73","Flame","15-16",17.59,37.15546,0,0,0,0,2.88667126451963,0,4.01980872668216,0,0,0,0,0,1747.081278,4.7094525997314,18.4787384512088,16.0409319020901,14.9667598940531,0,5.47578410035125,13.3187162420569,0,15.4875480743836,4.15299871656369,2.26081894060652,0,23.9162845828223,30.1739707101797,0,8.2301134685121,0,0,0,16
"74","Flame","17-18",16.9,37.09383,0,0,0,0,2.5896088569434,0.453733920781601,1.45021494585442,0,0,0,0,0,1519.522335,4.90987606835159,16.8509025175598,15.8940894672468,14.3281479761814,0,4.64841013340737,5.1993353820184,0,9.60916820282669,4.31519762412111,2.56579371292053,0,24.7696659799681,45.2518779680034,0,1.7678466386902,0,0,0,18
"75","Flame","19-20",17.48,38.16907,0,0,0,0,2.93554446041394,0,3.30200591297211,0,0,0,0,0,1599.946659,4.61323847372919,18.333899178745,17.4473645425136,14.5714953892447,0,5.46677856062808,5.19684421457485,0,9.61453529116925,4.84515118494218,1.98469797648911,0,25.0696488796753,23.1102821234877,0,5.4540432051987,0,0,0,20
